Region,Product,Date,Sales
West,Dyno4,31/05/2019,12234.36134
North,Dyno5,31/05/2019,12485.02766
West,Game1,31/05/2019,12688.62885
North,Game10,31/05/2019,12749.66571
West,Game1,31/05/2019,12598.41793
South,Game2,31/05/2019,12523.91826
South,Prod T,31/05/2019,12756.9169
North,Game3,31/05/2019,12207.13086
East,Game7,31/05/2019,11941.82693
North,Game9,31/05/2019,12302.99684
West,Game4,31/05/2019,12801.2488
South,Game6,31/05/2019,12983.92303
North,Game10,31/05/2019,12659.03485
North,Game10,31/05/2019,12451.73815
South,Board3,31/05/2019,13178.9137
North,Board4,31/05/2019,12712.98217
North,Prod T,31/05/2019,12821.20294
North,Dyno4,31/05/2019,12776.957
North,Dyno4,31/05/2019,12758.97247
South,Dyno4,31/05/2019,12874.04559
South,Game4,31/05/2019,12915.20457
West,Board4,31/05/2019,12760.54905
North,Dyno4,31/05/2019,12577.19186
North,Dyno2,31/05/2019,12824.14207
East,Board2,31/05/2019,12115.89083
North,Prod T,31/05/2019,12571.93565
East,Game10,31/05/2019,11645.90355
East,Dyno5,31/05/2019,12217.65939
North,Game1,31/05/2019,12489.43935
East,Board1,31/05/2019,12152.76711
West,Dyno5,31/05/2019,12315.64242
North,Board5,31/05/2019,12534.62606
South,Game4,31/05/2019,12933.20894
North,Game1,31/05/2019,12499.73444
East,Board1,31/05/2019,11805.96338
North,Dyno5,31/05/2019,12771.06772
West,Game6,31/05/2019,12636.6305
South,Dyno5,31/05/2019,12820.27114
South,Board4,31/05/2019,12612.83323
South,Game3,31/05/2019,12866.63871
South,Game9,31/05/2019,12491.98491
South,Game10,31/05/2019,12820.48897
North,Board4,31/05/2019,12700.91178
East,Game6,31/05/2019,11813.32314
North,Game9,31/05/2019,12610.74299
North,Board5,31/05/2019,12339.03516
North,Game1,31/05/2019,13140.14181
North,Game4,31/05/2019,12479.41653
North,Game4,31/05/2019,13027.09619
North,Game10,31/05/2019,12851.14721
North,Game6,31/05/2019,12716.35886
West,Dyno4,31/05/2019,12241.18832
South,Game8,31/05/2019,12814.3102
South,Game6,31/05/2019,12567.47537
North,Game10,31/05/2019,12488.93933
North,Game4,31/05/2019,12488.76321
South,Game9,31/05/2019,12911.04116
East,Game8,31/05/2019,12037.87025
South,Board1,31/05/2019,13156.0805
South,Board5,31/05/2019,13028.85293
North,Game6,31/05/2019,12651.37481
South,Dyno2,31/05/2019,12975.2942
North,Board1,31/05/2019,12531.45774
North,Game6,31/05/2019,12539.24783
North,Game1,31/05/2019,12457.21503
West,Game3,31/05/2019,12556.25092
North,Game5,31/05/2019,12436.23302
West,Dyno5,31/05/2019,12572.49573
South,Board2,31/05/2019,12550.35575
West,Board1,31/05/2019,12617.68313
North,Game5,31/05/2019,12580.3096
East,Board3,31/05/2019,12269.13246
South,Game9,31/05/2019,12782.43833
West,Game10,31/05/2019,12164.0171
East,Game6,31/05/2019,12397.93311
North,Dyno2,31/05/2019,12552.72003
South,Game9,31/05/2019,12924.91973
West,Dyno5,31/05/2019,12350.43632
North,Board2,31/05/2019,12982.6584
East,Game7,31/05/2019,12022.78631
North,Game8,31/05/2019,12717.96543
South,Dyno2,31/05/2019,12700.83427
East,Game6,31/05/2019,11936.77345
North,Dyno5,31/05/2019,12380.87045
North,Game8,31/05/2019,12121.96682
East,Game8,31/05/2019,12077.64991
West,Board4,31/05/2019,12576.2363
East,Dyno5,31/05/2019,12212.17118
North,Prod T,31/05/2019,12696.1445
West,Board4,31/05/2019,13006.09437
North,Game4,31/05/2019,12238.1715
North,Dyno2,31/05/2019,12674.1747
North,Dyno2,31/05/2019,12638.88229
South,Game2,31/05/2019,12663.97786
West,Dyno4,31/05/2019,12590.16447
North,Game4,31/05/2019,12633.83775
East,Board2,31/05/2019,11833.62256
South,Board1,31/05/2019,12785.09549
West,Board5,31/05/2019,12820.916
North,Board1,31/05/2019,12460.38
North,Game3,31/05/2019,12799.64217
North,Game7,31/05/2019,12558.9336
North,Game8,31/05/2019,12842.16322
South,Board4,31/05/2019,13055.88043
South,Board1,31/05/2019,12696.43945
North,Board3,31/05/2019,12435.03439
West,Prod T,31/05/2019,12194.47175
South,Game5,31/05/2019,12606.56267
South,Board1,31/05/2019,13051.15038
West,Dyno5,31/05/2019,12648.11058
East,Prod T,31/05/2019,12009.59851
North,Game2,31/05/2019,12384.23016
South,Game10,31/05/2019,12528.54966
South,Board4,31/05/2019,13081.80139
South,Game8,31/05/2019,12798.90427
North,Game9,31/05/2019,12644.04935
South,Game4,31/05/2019,12821.19589
South,Game5,31/05/2019,12667.84845
North,Game5,31/05/2019,12508.16904
West,Game1,31/05/2019,12556.74291
South,Game9,31/05/2019,12758.38972
North,Dyno5,31/05/2019,12642.35531
West,Board2,31/05/2019,12643.73623
North,Board3,31/05/2019,12474.65075
East,Board5,31/05/2019,12125.15213
South,Game5,31/05/2019,12875.80645
East,Game10,31/05/2019,11548.86504
North,Game5,31/05/2019,12707.61763
South,Game9,31/05/2019,12858.21867
North,Board5,31/05/2019,12721.50617
East,Dyno1,31/05/2019,11847.29039
South,Game10,31/05/2019,12473.33037
North,Game9,31/05/2019,12148.27482
North,Game6,31/05/2019,12448.94086
South,Board1,31/05/2019,12502.69817
South,Game7,31/05/2019,12538.20052
North,Dyno4,31/05/2019,12313.52173
North,Game1,31/05/2019,12829.24693
South,Dyno5,31/05/2019,12572.93167
West,Prod T,31/05/2019,12688.47897
North,Board5,31/05/2019,12222.69539
North,Game6,31/05/2019,12618.5633
West,Dyno1,31/05/2019,12667.24474
North,Game8,31/05/2019,12729.86459
South,Game4,31/05/2019,12684.03191
South,Dyno5,31/05/2019,12566.25154
South,Game7,31/05/2019,12725.65394
West,Game7,31/05/2019,12110.48538
West,Game2,31/05/2019,12571.0313
North,Game5,31/05/2019,12305.34073
South,Dyno2,31/05/2019,12797.05535
North,Game2,31/05/2019,12536.69128
West,Game7,31/05/2019,12374.57831
North,Game9,31/05/2019,12358.82252
South,Board3,31/05/2019,12651.26288
South,Game8,31/05/2019,13013.62252
North,Dyno2,31/05/2019,12943.7176
West,Board2,31/05/2019,12243.4208
East,Game1,31/05/2019,11564.38083
North,Game10,31/05/2019,12520.48546
North,Board2,31/05/2019,12617.68461
East,Game2,31/05/2019,12134.83671
North,Prod T,31/05/2019,12556.44467
North,Dyno2,31/05/2019,12701.32086
North,Game5,31/05/2019,12508.88895
West,Dyno4,31/05/2019,12514.83363
North,Dyno2,31/05/2019,12341.93828
North,Board1,31/05/2019,12611.7292
West,Game3,31/05/2019,12609.44616
North,Game7,31/05/2019,12419.2003
North,Game5,31/05/2019,12699.0742
West,Game5,31/05/2019,12683.27624
North,Board5,31/05/2019,12698.72879
North,Dyno5,31/05/2019,12317.07182
South,Game9,31/05/2019,12778.63664
North,Game4,31/05/2019,13041.68839
North,Board3,31/05/2019,12586.61729
West,Game10,31/05/2019,12443.12788
South,Board1,31/05/2019,12939.37633
South,Game8,31/05/2019,12470.39058
North,Game3,31/05/2019,12533.71876
North,Dyno4,31/05/2019,12739.03136
North,Game5,31/05/2019,12305.39271
North,Dyno2,31/05/2019,12842.50923
North,Game2,31/05/2019,12760.44244
West,Game7,31/05/2019,12200.70946
East,Game5,31/05/2019,12075.93262
South,Game6,31/05/2019,12386.41758
South,Game3,31/05/2019,12718.003
South,Game2,31/05/2019,12898.59355
North,Board4,31/05/2019,12283.66311
South,Board3,31/05/2019,13100.22963
North,Game5,31/05/2019,12457.2018
West,Game4,31/05/2019,12327.01586
North,Game10,31/05/2019,13185.72769
East,Board4,31/05/2019,11686.00134
West,Board3,31/05/2019,12305.33659
South,Game7,31/05/2019,12577.12435
North,Board3,31/05/2019,12640.55629
East,Board4,31/05/2019,12024.90192
South,Game8,31/05/2019,12896.29914
North,Game2,31/05/2019,12860.86454
South,Dyno2,31/05/2019,12732.95014
North,Prod T,31/05/2019,12941.91465
