Region,Product,Date,Sales
South,Game2,31/10/2019,20748.89221
North,Game6,31/10/2019,20086.3566
West,Board1,31/10/2019,20164.09228
West,Game1,31/10/2019,20160.33765
South,Game3,31/10/2019,20422.56185
West,Board4,31/10/2019,20261.15894
North,Dyno5,31/10/2019,19897.33268
North,Game5,31/10/2019,20564.56572
West,Board1,31/10/2019,20350.24974
North,Game3,31/10/2019,20184.87325
North,Game2,31/10/2019,20189.70377
West,Board4,31/10/2019,20195.09719
North,Game2,31/10/2019,20152.3146
North,Game6,31/10/2019,20260.20338
West,Game5,31/10/2019,20136.31402
North,Game8,31/10/2019,20208.59583
South,Board3,31/10/2019,20615.13878
North,Game7,31/10/2019,20462.53427
North,Dyno2,31/10/2019,19672.11726
North,Game6,31/10/2019,20330.88951
West,Game5,31/10/2019,20310.70135
North,Game9,31/10/2019,19913.4455
North,Game4,31/10/2019,20348.31791
West,Game6,31/10/2019,20273.37787
West,Board4,31/10/2019,20159.0531
South,Game2,31/10/2019,20318.06597
North,Game8,31/10/2019,20003.42039
North,Prod T,31/10/2019,20194.2375
South,Dyno1,31/10/2019,20350.63594
South,Game7,31/10/2019,20494.34105
West,Game3,31/10/2019,20099.65671
North,Game2,31/10/2019,20426.3608
North,Game6,31/10/2019,20435.95719
East,Prod T,31/10/2019,19273.36136
North,Game9,31/10/2019,20460.70648
North,Game5,31/10/2019,20214.42281
North,Dyno5,31/10/2019,20368.3261
South,Board1,31/10/2019,20214.39447
South,Game4,31/10/2019,20716.6805
South,Prod T,31/10/2019,20338.75357
South,Game9,31/10/2019,20712.34915
North,Dyno1,31/10/2019,20270.87629
South,Game4,31/10/2019,20460.92499
West,Board3,31/10/2019,20168.08593
North,Game1,31/10/2019,20202.52646
West,Prod T,31/10/2019,20235.19106
North,Dyno5,31/10/2019,20242.35756
North,Dyno5,31/10/2019,20401.14954
North,Game9,31/10/2019,20594.98988
East,Dyno1,31/10/2019,19829.04477
West,Game1,31/10/2019,20235.40636
North,Board3,31/10/2019,19687.83933
West,Board3,31/10/2019,20214.54639
North,Game9,31/10/2019,20412.7517
North,Board1,31/10/2019,20142.47154
North,Game7,31/10/2019,19980.36189
South,Board3,31/10/2019,20438.52183
North,Game6,31/10/2019,20232.05464
North,Dyno1,31/10/2019,20365.8716
South,Board2,31/10/2019,20280.59025
North,Dyno1,31/10/2019,19806.03333
North,Game4,31/10/2019,20405.52915
West,Game9,31/10/2019,19995.84387
South,Board5,31/10/2019,20194.94404
North,Dyno4,31/10/2019,20262.74253
North,Prod T,31/10/2019,20175.53103
North,Prod T,31/10/2019,20087.70727
North,Game10,31/10/2019,20429.72711
North,Game3,31/10/2019,20097.8657
North,Game4,31/10/2019,19890.95578
South,Game5,31/10/2019,20270.48946
North,Dyno5,31/10/2019,20587.56536
West,Board3,31/10/2019,20150.16196
North,Game2,31/10/2019,20280.01516
North,Board4,31/10/2019,20220.20533
South,Board4,31/10/2019,20705.47075
North,Game8,31/10/2019,20062.62613
North,Board4,31/10/2019,20006.71151
North,Game6,31/10/2019,19909.89501
South,Dyno2,31/10/2019,20398.87441
South,Game7,31/10/2019,20460.12012
North,Game10,31/10/2019,20054.37674
South,Board3,31/10/2019,20903.24392
North,Game1,31/10/2019,20289.49693
North,Prod T,31/10/2019,20180.14287
North,Dyno2,31/10/2019,20383.633
North,Dyno2,31/10/2019,20164.85443
North,Game9,31/10/2019,20265.23808
South,Game3,31/10/2019,20845.32455
West,Game8,31/10/2019,20290.62782
West,Dyno4,31/10/2019,20288.97711
West,Game1,31/10/2019,20499.9765
South,Game6,31/10/2019,20445.82449
East,Game4,31/10/2019,19299.05328
North,Dyno2,31/10/2019,20073.61128
South,Game6,31/10/2019,20237.40761
West,Board2,31/10/2019,20143.65082
North,Game4,31/10/2019,20240.93924
South,Game7,31/10/2019,20171.33785
North,Board4,31/10/2019,20405.68135
North,Game10,31/10/2019,20250.10742
South,Board3,31/10/2019,20491.86778
North,Prod T,31/10/2019,20147.77581
North,Game7,31/10/2019,20528.4012
East,Game2,31/10/2019,19422.80111
North,Board2,31/10/2019,20050.59862
West,Game6,31/10/2019,20209.2538
West,Dyno4,31/10/2019,20358.03886
North,Game8,31/10/2019,20212.206
North,Game7,31/10/2019,20340.95029
North,Board2,31/10/2019,20293.1311
North,Game5,31/10/2019,20059.94111
West,Game4,31/10/2019,20040.87999
North,Game7,31/10/2019,20079.43171
North,Game2,31/10/2019,20003.93496
East,Dyno5,31/10/2019,19751.91924
North,Dyno5,31/10/2019,20359.09139
North,Game1,31/10/2019,20192.58713
North,Game7,31/10/2019,20075.47014
North,Game10,31/10/2019,20429.44297
North,Game2,31/10/2019,19901.10098
West,Dyno5,31/10/2019,20445.46382
East,Dyno1,31/10/2019,19277.86538
South,Board5,31/10/2019,20461.4146
North,Game10,31/10/2019,20133.43589
North,Game3,31/10/2019,20267.83826
West,Board3,31/10/2019,20026.9877
North,Game2,31/10/2019,20050.05427
East,Board2,31/10/2019,19688.27833
South,Game1,31/10/2019,20331.24968
North,Dyno5,31/10/2019,20245.82884
North,Game8,31/10/2019,20311.60992
North,Game4,31/10/2019,20512.39309
East,Board1,31/10/2019,19521.55001
South,Dyno2,31/10/2019,20397.15556
North,Dyno1,31/10/2019,20192.5176
North,Game7,31/10/2019,20516.9769
West,Game6,31/10/2019,20065.97034
West,Game6,31/10/2019,20199.33192
North,Game10,31/10/2019,20189.91346
North,Prod T,31/10/2019,20246.74451
East,Game2,31/10/2019,19850.62959
South,Dyno2,31/10/2019,20486.07574
North,Prod T,31/10/2019,20059.07377
North,Dyno1,31/10/2019,20517.71797
West,Game4,31/10/2019,20488.77116
North,Board4,31/10/2019,20439.49529
West,Board4,31/10/2019,20235.59084
North,Dyno1,31/10/2019,20158.63271
South,Game9,31/10/2019,20673.90146
West,Board1,31/10/2019,20227.97908
North,Game7,31/10/2019,20257.67361
South,Prod T,31/10/2019,20703.06872
West,Dyno4,31/10/2019,20043.44934
North,Game1,31/10/2019,19949.41446
South,Game4,31/10/2019,20547.94754
North,Game5,31/10/2019,19997.8542
North,Board4,31/10/2019,20400.71144
North,Game1,31/10/2019,20408.7431
North,Game1,31/10/2019,20402.73338
North,Game8,31/10/2019,19948.8322
North,Dyno4,31/10/2019,19908.91667
North,Game9,31/10/2019,20168.65013
North,Prod T,31/10/2019,20191.24738
South,Game1,31/10/2019,20395.8757
North,Prod T,31/10/2019,19532.27811
North,Game1,31/10/2019,19965.54273
North,Dyno5,31/10/2019,19689.28306
North,Board4,31/10/2019,20480.63653
North,Dyno4,31/10/2019,20212.01932
North,Dyno5,31/10/2019,20183.33735
East,Dyno4,31/10/2019,19546.4381
North,Board4,31/10/2019,20445.5541
South,Board4,31/10/2019,20525.91518
South,Board5,31/10/2019,20404.47811
North,Dyno2,31/10/2019,20170.96787
North,Prod T,31/10/2019,19819.98341
East,Board4,31/10/2019,19594.73055
South,Board2,31/10/2019,20452.62019
West,Dyno1,31/10/2019,20279.18252
North,Game1,31/10/2019,20362.51929
East,Board2,31/10/2019,19586.0245
North,Game3,31/10/2019,19983.57104
North,Dyno4,31/10/2019,20471.77902
East,Game5,31/10/2019,19733.02566
South,Game1,31/10/2019,20783.3108
North,Game8,31/10/2019,20454.33804
North,Dyno2,31/10/2019,20476.34069
South,Game1,31/10/2019,20609.80049
South,Dyno1,31/10/2019,20800.4649
South,Dyno1,31/10/2019,20317.24296
North,Game1,31/10/2019,20124.04496
West,Dyno2,31/10/2019,20159.38492
North,Dyno1,31/10/2019,20468.8934
North,Game5,31/10/2019,19937.02105
South,Dyno1,31/10/2019,20254.60024
West,Dyno1,31/10/2019,20158.0179
North,Dyno2,31/10/2019,20265.7757
North,Board2,31/10/2019,20275.02656
North,Game6,31/10/2019,20141.46316
North,Game9,31/10/2019,20334.00038
North,Game9,31/10/2019,20212.42019
East,Game5,31/10/2019,19680.44891
North,Board4,31/10/2019,20209.4212
South,Game6,31/10/2019,20610.5441
South,Game5,31/10/2019,20553.47406
West,Game5,31/10/2019,20147.46306
North,Game6,31/10/2019,20297.08651
North,Dyno5,31/10/2019,20266.86419
South,Game5,31/10/2019,20320.28473
North,Game8,31/10/2019,20266.27851
North,Dyno5,31/10/2019,20396.67614
North,Game9,31/10/2019,20420.33301
East,Board2,31/10/2019,19123.38755
West,Dyno4,31/10/2019,20193.68412
East,Board5,31/10/2019,19809.01916
North,Game4,31/10/2019,20007.27548
North,Game4,31/10/2019,20008.61874
South,Prod T,31/10/2019,20334.0345
South,Dyno5,31/10/2019,20315.68309
North,Game7,31/10/2019,20146.61207
South,Dyno1,31/10/2019,20319.1768
East,Board4,31/10/2019,19545.9802
West,Dyno2,31/10/2019,19686.801
East,Board3,31/10/2019,19787.33645
South,Game2,31/10/2019,20193.62969
