Region,Product,Date,Sales
South,Game6,28/02/2019,8612.826862
North,Dyno1,28/02/2019,8069.206673
North,Dyno1,28/02/2019,8183.715513
North,Board2,28/02/2019,8141.873227
North,Game10,28/02/2019,7960.735523
North,Game3,28/02/2019,8343.675953
West,Dyno1,28/02/2019,8273.095894
East,Game3,28/02/2019,7792.321594
South,Game10,28/02/2019,8291.278697
North,Board1,28/02/2019,8215.517919
South,Game1,28/02/2019,7994.804552
North,Game10,28/02/2019,8167.425153
North,Prod T,28/02/2019,7827.765847
North,Game5,28/02/2019,8140.569411
North,Game5,28/02/2019,7962.250254
South,Board1,28/02/2019,8659.382815
West,Prod T,28/02/2019,7968.148975
East,Dyno5,28/02/2019,7211.992023
West,Board2,28/02/2019,8212.578212
North,Game8,28/02/2019,8196.553232
North,Game5,28/02/2019,8195.821336
North,Game3,28/02/2019,7778.565139
West,Game1,28/02/2019,7904.267201
North,Board4,28/02/2019,8295.056068
North,Game8,28/02/2019,7985.679017
East,Board1,28/02/2019,7385.553827
North,Game5,28/02/2019,7917.359064
North,Prod T,28/02/2019,7846.064247
North,Game2,28/02/2019,7656.175292
North,Board2,28/02/2019,7926.949526
East,Game3,28/02/2019,7770.073509
North,Board3,28/02/2019,7851.407
North,Game8,28/02/2019,8081.349669
West,Board3,28/02/2019,8189.861076
South,Board5,28/02/2019,8258.321133
North,Board4,28/02/2019,7877.616218
South,Game4,28/02/2019,8104.73709
North,Game3,28/02/2019,8019.874383
North,Game7,28/02/2019,7954.152609
North,Game4,28/02/2019,8013.383156
North,Game6,28/02/2019,8004.657945
North,Board4,28/02/2019,7775.591807
South,Dyno4,28/02/2019,8110.897674
North,Game6,28/02/2019,8345.597827
East,Dyno5,28/02/2019,7525.707196
North,Board1,28/02/2019,7826.515604
West,Game8,28/02/2019,8053.85372
West,Board4,28/02/2019,8009.515068
North,Game10,28/02/2019,8279.259334
South,Game1,28/02/2019,7870.340549
West,Game1,28/02/2019,7623.442619
North,Board3,28/02/2019,7851.122678
South,Game7,28/02/2019,8254.825676
South,Dyno4,28/02/2019,8028.377175
South,Board4,28/02/2019,8266.099511
North,Game9,28/02/2019,7929.336973
South,Board2,28/02/2019,7816.380739
North,Game10,28/02/2019,8188.076885
South,Board2,28/02/2019,8229.16778
North,Game9,28/02/2019,7772.998194
North,Game9,28/02/2019,7826.671509
South,Game5,28/02/2019,7979.793056
North,Prod T,28/02/2019,8045.755109
South,Dyno5,28/02/2019,8345.923518
South,Game1,28/02/2019,8292.783277
North,Prod T,28/02/2019,8190.694752
South,Board1,28/02/2019,8314.551557
West,Game1,28/02/2019,7709.096887
North,Game6,28/02/2019,7981.643098
South,Board1,28/02/2019,8208.052578
