Region,Product,Date,Sales
North,Game9,30/11/2019,22234.17908
North,Dyno1,30/11/2019,21972.21878
North,Game5,30/11/2019,21539.92663
South,Game9,30/11/2019,22277.71876
West,Dyno1,30/11/2019,21414.00365
North,Board3,30/11/2019,21489.95132
West,Game8,30/11/2019,21379.73065
South,Game3,30/11/2019,22108.10035
South,Game8,30/11/2019,22001.99663
East,Board3,30/11/2019,21299.83249
West,Board2,30/11/2019,21628.38237
North,Board2,30/11/2019,21607.10233
East,Game10,30/11/2019,21224.12249
North,Dyno2,30/11/2019,21745.40375
South,Game7,30/11/2019,22142.00196
North,Board5,30/11/2019,21842.66254
South,Dyno1,30/11/2019,21750.05037
East,Board1,30/11/2019,21229.50994
North,Game9,30/11/2019,21946.1079
South,Dyno4,30/11/2019,21886.34948
South,Game8,30/11/2019,21478.12524
West,Game9,30/11/2019,21684.56186
North,Game4,30/11/2019,21942.02853
North,Game6,30/11/2019,21810.39234
South,Game7,30/11/2019,21736.05347
North,Game6,30/11/2019,21723.79171
South,Board1,30/11/2019,21959.64085
West,Game9,30/11/2019,21291.31476
South,Prod T,30/11/2019,22137.29357
North,Game9,30/11/2019,21749.31543
North,Game4,30/11/2019,21650.40812
North,Game9,30/11/2019,21637.94376
North,Dyno2,30/11/2019,21964.4238
South,Game5,30/11/2019,21826.27932
North,Game8,30/11/2019,21876.67653
North,Board2,30/11/2019,21869.39559
South,Game3,30/11/2019,22019.82528
South,Game8,30/11/2019,21904.90273
North,Board4,30/11/2019,21492.33754
South,Game10,30/11/2019,22172.50577
East,Game3,30/11/2019,21505.06736
North,Dyno4,30/11/2019,21321.65548
North,Dyno1,30/11/2019,21588.02237
West,Game6,30/11/2019,21788.47864
North,Game10,30/11/2019,22358.65121
West,Dyno2,30/11/2019,21271.27707
East,Game5,30/11/2019,21052.17584
West,Board3,30/11/2019,21708.92461
North,Game3,30/11/2019,21782.97614
North,Game5,30/11/2019,21734.26184
North,Game1,30/11/2019,22019.49333
North,Dyno4,30/11/2019,21962.42166
South,Game7,30/11/2019,21842.78667
North,Board2,30/11/2019,21725.14432
North,Dyno2,30/11/2019,21685.23915
South,Dyno5,30/11/2019,22233.68275
South,Game2,30/11/2019,21976.07392
North,Prod T,30/11/2019,21948.06683
North,Board5,30/11/2019,21921.74709
North,Game7,30/11/2019,21825.38613
East,Dyno4,30/11/2019,21332.86181
North,Board3,30/11/2019,21827.07017
West,Game7,30/11/2019,21690.15678
North,Prod T,30/11/2019,21652.904
North,Dyno2,30/11/2019,22102.3678
South,Prod T,30/11/2019,22014.46232
North,Game8,30/11/2019,21769.81923
South,Game6,30/11/2019,21806.79656
North,Board2,30/11/2019,21604.99911
South,Board4,30/11/2019,21856.23785
South,Board4,30/11/2019,21952.71417
North,Game7,30/11/2019,21612.64193
North,Game10,30/11/2019,21925.39532
West,Game3,30/11/2019,21827.15039
North,Board1,30/11/2019,21567.4585
North,Board2,30/11/2019,21580.55258
North,Game5,30/11/2019,21591.94797
South,Dyno5,30/11/2019,22097.14317
North,Board3,30/11/2019,21645.33578
East,Board1,30/11/2019,21343.38096
East,Game7,30/11/2019,21109.67328
South,Dyno4,30/11/2019,22224.44335
North,Prod T,30/11/2019,21504.44475
West,Board3,30/11/2019,21304.45702
North,Game3,30/11/2019,21508.24147
North,Dyno5,30/11/2019,21579.27988
West,Board4,30/11/2019,21506.58818
South,Game1,30/11/2019,22072.30232
North,Game3,30/11/2019,21898.82802
North,Game6,30/11/2019,21570.64351
North,Board5,30/11/2019,21708.62452
North,Game5,30/11/2019,21924.99383
North,Game3,30/11/2019,21382.57629
East,Game4,30/11/2019,20714.17713
South,Game1,30/11/2019,22064.6194
North,Board2,30/11/2019,21523.95794
North,Game5,30/11/2019,21936.50691
North,Game4,30/11/2019,21752.93638
North,Board1,30/11/2019,21506.01129
North,Dyno2,30/11/2019,21656.30483
North,Game5,30/11/2019,21629.41426
North,Prod T,30/11/2019,21829.8973
East,Game8,30/11/2019,21220.41238
North,Game6,30/11/2019,21613.50869
North,Game10,30/11/2019,21705.83207
South,Game10,30/11/2019,22221.4042
West,Board4,30/11/2019,21369.05681
North,Game9,30/11/2019,22088.083
South,Prod T,30/11/2019,21840.5511
West,Game5,30/11/2019,21526.53335
South,Board2,30/11/2019,21795.8415
East,Game2,30/11/2019,20806.53391
East,Dyno4,30/11/2019,21267.32106
North,Dyno2,30/11/2019,21475.71791
South,Game5,30/11/2019,22274.44994
West,Prod T,30/11/2019,21658.64369
North,Game1,30/11/2019,21399.95136
North,Prod T,30/11/2019,21717.21696
West,Board3,30/11/2019,21567.84192
North,Game7,30/11/2019,21697.88369
North,Game2,30/11/2019,21507.19652
North,Board5,30/11/2019,21847.37365
West,Board5,30/11/2019,21698.29814
North,Board2,30/11/2019,21923.05467
North,Game9,30/11/2019,21724.83544
South,Game4,30/11/2019,22000.36625
West,Game7,30/11/2019,21506.93108
North,Dyno1,30/11/2019,21987.2532
West,Game10,30/11/2019,21603.66438
East,Game4,30/11/2019,20977.21204
North,Game6,30/11/2019,22078.51258
South,Game8,30/11/2019,21948.39042
South,Board3,30/11/2019,21688.32355
South,Board4,30/11/2019,22285.31595
South,Game2,30/11/2019,21877.59497
West,Game4,30/11/2019,21538.71267
South,Board4,30/11/2019,21824.58269
North,Game3,30/11/2019,21702.9033
East,Game4,30/11/2019,21283.59683
North,Game1,30/11/2019,21779.66319
North,Game8,30/11/2019,21814.84378
North,Board1,30/11/2019,21546.42019
North,Game1,30/11/2019,21687.28412
West,Game2,30/11/2019,21789.76044
East,Board3,30/11/2019,21191.74955
West,Board4,30/11/2019,21540.9553
North,Game7,30/11/2019,21963.39222
West,Game5,30/11/2019,21919.20274
North,Game9,30/11/2019,21698.81899
North,Game6,30/11/2019,21334.42158
West,Board3,30/11/2019,21946.50066
South,Game7,30/11/2019,21886.20016
West,Game4,30/11/2019,21595.42637
North,Game6,30/11/2019,21911.07182
East,Game9,30/11/2019,21072.30942
South,Dyno5,30/11/2019,21590.24291
East,Prod T,30/11/2019,21039.57373
East,Prod T,30/11/2019,21240.38634
North,Game4,30/11/2019,21762.5266
East,Dyno5,30/11/2019,21382.23256
South,Game6,30/11/2019,21994.41758
North,Prod T,30/11/2019,22067.74404
South,Game1,30/11/2019,22199.71549
South,Board5,30/11/2019,21818.66249
North,Board2,30/11/2019,21488.66761
North,Dyno4,30/11/2019,21995.8488
North,Board5,30/11/2019,21915.94413
South,Game3,30/11/2019,21992.34052
South,Board2,30/11/2019,21654.72356
South,Board5,30/11/2019,22149.87943
West,Game10,30/11/2019,21917.56507
North,Game4,30/11/2019,21813.60147
North,Game4,30/11/2019,21926.71191
North,Game2,30/11/2019,21490.02232
South,Game7,30/11/2019,22125.93931
North,Game2,30/11/2019,21441.82741
South,Game5,30/11/2019,22019.44159
South,Game9,30/11/2019,21943.98065
South,Board2,30/11/2019,22052.92566
North,Board5,30/11/2019,21451.72935
East,Board4,30/11/2019,21215.03592
East,Game10,30/11/2019,20980.99801
North,Board4,30/11/2019,21564.80975
North,Board5,30/11/2019,21992.50538
North,Dyno5,30/11/2019,21577.15984
North,Game7,30/11/2019,21794.03708
North,Game1,30/11/2019,22053.87333
South,Game5,30/11/2019,21931.27118
North,Game9,30/11/2019,21157.63609
West,Board5,30/11/2019,21810.95215
North,Game8,30/11/2019,21991.5744
East,Dyno4,30/11/2019,21068.94153
North,Game8,30/11/2019,21915.23438
North,Board5,30/11/2019,21876.49675
South,Game8,30/11/2019,21747.13949
West,Game9,30/11/2019,21547.13516
South,Prod T,30/11/2019,21804.16752
South,Game1,30/11/2019,22163.0094
North,Dyno4,30/11/2019,21835.154
West,Dyno2,30/11/2019,22007.66573
North,Game2,30/11/2019,21965.52244
North,Board1,30/11/2019,21835.72774
South,Board1,30/11/2019,21610.03783
South,Game2,30/11/2019,22372.36543
East,Board3,30/11/2019,21467.28764
South,Board4,30/11/2019,21949.63846
North,Board2,30/11/2019,21695.57546
West,Dyno5,30/11/2019,21445.85319
North,Game8,30/11/2019,21833.74781
South,Game4,30/11/2019,22148.02179
South,Game6,30/11/2019,22071.45074
North,Game7,30/11/2019,21753.212
West,Board2,30/11/2019,21776.8017
West,Dyno4,30/11/2019,21749.46957
North,Board4,30/11/2019,21812.47789
North,Board1,30/11/2019,21489.50622
East,Game8,30/11/2019,20914.48848
West,Game4,30/11/2019,21903.87787
West,Prod T,30/11/2019,21742.53267
South,Board1,30/11/2019,21793.1201
East,Prod T,30/11/2019,21030.58741
West,Dyno5,30/11/2019,21509.07382
South,Game8,30/11/2019,21857.48113
North,Game8,30/11/2019,21343.0703
North,Dyno2,30/11/2019,22151.24263
South,Board3,30/11/2019,22245.47895
South,Game2,30/11/2019,21597.66007
North,Game8,30/11/2019,21936.94238
North,Board3,30/11/2019,21485.32503
North,Prod T,30/11/2019,21722.53759
North,Board5,30/11/2019,21965.66487
North,Dyno2,30/11/2019,21454.6735
North,Dyno1,30/11/2019,21837.37116
North,Dyno1,30/11/2019,21783.69119
North,Dyno4,30/11/2019,21568.63874
North,Game6,30/11/2019,21831.78164
North,Prod T,30/11/2019,21512.71913
North,Game7,30/11/2019,21865.51008
East,Prod T,30/11/2019,21112.34471
South,Game9,30/11/2019,22256.45068
North,Game6,30/11/2019,21343.69487
North,Dyno1,30/11/2019,21930.45722
North,Game8,30/11/2019,21753.64039
South,Game9,30/11/2019,21943.11408
North,Game4,30/11/2019,21928.49237
North,Game4,30/11/2019,21739.78619
North,Board1,30/11/2019,21881.38808
North,Game1,30/11/2019,21805.85939
North,Game7,30/11/2019,21540.5827
North,Dyno5,30/11/2019,21668.26241
North,Dyno5,30/11/2019,21624.68964
East,Dyno4,30/11/2019,20864.28027
South,Dyno2,30/11/2019,21745.91576
West,Game5,30/11/2019,21858.54979
East,Board4,30/11/2019,20981.4005
North,Game9,30/11/2019,21836.32649
North,Board4,30/11/2019,21326.26264
North,Game3,30/11/2019,21620.75814
South,Game4,30/11/2019,21878.42251
East,Prod T,30/11/2019,21223.58549
West,Board3,30/11/2019,21573.12631
East,Board4,30/11/2019,21140.56966
West,Dyno5,30/11/2019,21500.76428
West,Game6,30/11/2019,21763.90972
North,Game3,30/11/2019,21758.88824
South,Game6,30/11/2019,22296.08135
West,Game2,30/11/2019,21744.66149
West,Game9,30/11/2019,21386.69341
North,Dyno1,30/11/2019,21970.22518
North,Game2,30/11/2019,21721.14471
North,Board4,30/11/2019,21726.50288
East,Board1,30/11/2019,20847.57858
West,Game9,30/11/2019,21535.82891
North,Game1,30/11/2019,21688.98134
South,Board5,30/11/2019,21686.44553
South,Game2,30/11/2019,21823.62667
West,Game8,30/11/2019,21574.36653
South,Dyno4,30/11/2019,22127.06227
West,Game2,30/11/2019,21697.37311
North,Board5,30/11/2019,21845.5422
West,Board3,30/11/2019,21561.21669
West,Game5,30/11/2019,21711.49735
South,Board4,30/11/2019,21577.75842
East,Prod T,30/11/2019,21139.11924
North,Dyno2,30/11/2019,22086.37626
North,Game1,30/11/2019,21647.65742
North,Game6,30/11/2019,21816.19615
