Region,Product,Date,Sales
North,Dyno5,31/03/2019,9786.894289
West,Game2,31/03/2019,9700.701419
North,Game6,31/03/2019,9953.764031
North,Game2,31/03/2019,9545.52987
North,Game2,31/03/2019,9692.732076
North,Game5,31/03/2019,9616.868165
North,Board4,31/03/2019,9635.517974
East,Board1,31/03/2019,8933.08625
East,Game9,31/03/2019,9101.10663
South,Dyno4,31/03/2019,9847.686509
North,Game6,31/03/2019,9549.603971
East,Game1,31/03/2019,9087.243995
South,Dyno2,31/03/2019,9348.288541
North,Dyno5,31/03/2019,9503.088959
South,Game7,31/03/2019,9857.074395
North,Game4,31/03/2019,9849.032373
East,Game10,31/03/2019,9139.884884
East,Game9,31/03/2019,8750.685664
South,Game6,31/03/2019,9784.151751
North,Board1,31/03/2019,9398.080594
North,Game2,31/03/2019,9483.82864
North,Dyno2,31/03/2019,9595.098625
North,Board1,31/03/2019,9710.433113
North,Game10,31/03/2019,9478.036008
West,Game8,31/03/2019,9329.184495
South,Game1,31/03/2019,9934.892965
North,Board4,31/03/2019,9507.852723
North,Game6,31/03/2019,9555.690998
East,Board2,31/03/2019,8723.704793
North,Game4,31/03/2019,9476.989162
South,Dyno4,31/03/2019,10160.90242
South,Dyno5,31/03/2019,9949.868285
South,Board4,31/03/2019,9674.433262
East,Board2,31/03/2019,9187.093658
West,Game9,31/03/2019,9244.296924
North,Game10,31/03/2019,9669.106368
North,Dyno5,31/03/2019,9324.962322
North,Game7,31/03/2019,9226.76083
North,Prod T,31/03/2019,9265.334677
East,Game1,31/03/2019,8763.014257
North,Board5,31/03/2019,9479.402691
West,Game2,31/03/2019,9130.019831
North,Board3,31/03/2019,9645.294285
South,Game1,31/03/2019,9808.014056
South,Game6,31/03/2019,9756.769442
East,Dyno5,31/03/2019,9109.687208
South,Game8,31/03/2019,9569.563074
South,Game5,31/03/2019,9403.194658
North,Game2,31/03/2019,9791.586419
North,Dyno1,31/03/2019,9495.139468
North,Game9,31/03/2019,9581.654695
South,Board2,31/03/2019,9913.234503
North,Game1,31/03/2019,9421.799516
South,Game10,31/03/2019,9961.503552
South,Dyno2,31/03/2019,9818.080262
South,Game6,31/03/2019,9790.577175
North,Game6,31/03/2019,9959.637412
North,Board5,31/03/2019,9899.790188
North,Game8,31/03/2019,9383.637804
North,Board4,31/03/2019,9522.638297
South,Board3,31/03/2019,9624.449632
South,Board3,31/03/2019,9411.176219
South,Dyno5,31/03/2019,9702.39349
North,Game4,31/03/2019,9698.427391
North,Game2,31/03/2019,9753.38773
South,Dyno2,31/03/2019,9655.075463
North,Dyno1,31/03/2019,9725.035556
North,Game10,31/03/2019,9809.342074
West,Dyno5,31/03/2019,9484.586698
South,Board1,31/03/2019,10074.14976
West,Game7,31/03/2019,9313.318379
North,Board4,31/03/2019,9185.550722
West,Game2,31/03/2019,9556.011368
South,Dyno4,31/03/2019,10302.35667
North,Board3,31/03/2019,9435.526396
North,Game10,31/03/2019,9471.940481
West,Game1,31/03/2019,9954.837266
South,Board3,31/03/2019,9702.384048
South,Prod T,31/03/2019,9966.834171
West,Board3,31/03/2019,9517.215302
North,Game5,31/03/2019,9404.761926
North,Board1,31/03/2019,9435.13584
West,Game4,31/03/2019,9449.405199
North,Game8,31/03/2019,9503.878501
South,Game6,31/03/2019,9692.684865
South,Game7,31/03/2019,10007.73881
North,Dyno4,31/03/2019,9479.60301
South,Game5,31/03/2019,9808.169227
West,Board4,31/03/2019,9239.495967
West,Board5,31/03/2019,9348.214957
South,Board3,31/03/2019,9313.186739
North,Prod T,31/03/2019,9595.177845
North,Board3,31/03/2019,9500.424735
South,Game4,31/03/2019,9997.832744
East,Game9,31/03/2019,8761.800396
North,Game5,31/03/2019,9288.4
South,Game9,31/03/2019,9945.753758
South,Dyno1,31/03/2019,9501.774856
South,Game7,31/03/2019,9473.085833
East,Board5,31/03/2019,8526.766453
North,Game8,31/03/2019,9628.550577
South,Dyno1,31/03/2019,9583.795287
North,Board4,31/03/2019,9709.924891
South,Game8,31/03/2019,9592.770872
North,Game6,31/03/2019,9421.447962
North,Dyno4,31/03/2019,9672.794731
West,Game8,31/03/2019,9395.19998
West,Game10,31/03/2019,9284.191989
North,Game8,31/03/2019,9564.912089
South,Board4,31/03/2019,9521.470457
North,Dyno1,31/03/2019,9318.350962
South,Game3,31/03/2019,9459.195641
South,Board1,31/03/2019,9911.444538
South,Dyno1,31/03/2019,9987.739018
North,Dyno1,31/03/2019,9491.731717
North,Board1,31/03/2019,9455.162321
North,Dyno2,31/03/2019,9908.845854
North,Game4,31/03/2019,9571.673552
South,Game8,31/03/2019,10245.22677
South,Game10,31/03/2019,9828.452533
North,Game10,31/03/2019,9490.074976
West,Game3,31/03/2019,9517.235074
North,Dyno2,31/03/2019,9312.503487
South,Game8,31/03/2019,10134.15964
South,Board2,31/03/2019,9560.682905
North,Dyno5,31/03/2019,9525.319316
North,Dyno1,31/03/2019,9461.953533
South,Board1,31/03/2019,9494.771024
North,Dyno2,31/03/2019,9568.140554
South,Game5,31/03/2019,9531.464197
South,Game1,31/03/2019,9820.147803
North,Game9,31/03/2019,9539.722549
West,Dyno5,31/03/2019,9795.383385
North,Game5,31/03/2019,9683.632225
West,Game7,31/03/2019,9730.90528
West,Game3,31/03/2019,9357.034329
South,Board5,31/03/2019,9778.587407
North,Game1,31/03/2019,9666.405479
West,Board4,31/03/2019,9881.207801
North,Dyno2,31/03/2019,9860.465116
North,Dyno4,31/03/2019,9994.494447
South,Prod T,31/03/2019,10253.2986
East,Game3,31/03/2019,8989.951321
North,Game9,31/03/2019,9479.203083
South,Game5,31/03/2019,9768.220549
North,Prod T,31/03/2019,9682.969987
South,Game2,31/03/2019,9699.30187
West,Game7,31/03/2019,9765.605011
North,Board3,31/03/2019,9455.83657
West,Game10,31/03/2019,9687.98669
South,Game7,31/03/2019,10115.51131
North,Game3,31/03/2019,9436.409912
North,Dyno1,31/03/2019,9273.286496
North,Game9,31/03/2019,9650.275003
East,Board4,31/03/2019,9437.733075
South,Game6,31/03/2019,9441.119052
South,Game1,31/03/2019,9494.703508
South,Board4,31/03/2019,9821.668205
North,Game7,31/03/2019,9498.358004
South,Prod T,31/03/2019,9874.858673
East,Game6,31/03/2019,9170.113191
North,Game1,31/03/2019,9804.378793
South,Game3,31/03/2019,9829.806454
North,Game10,31/03/2019,9288.495638
North,Prod T,31/03/2019,9345.629114
North,Prod T,31/03/2019,9497.999851
North,Board3,31/03/2019,9707.478177
North,Game4,31/03/2019,9358.153694
North,Game6,31/03/2019,9569.145141
North,Board2,31/03/2019,9560.553766
East,Game8,31/03/2019,9058.641932
East,Game5,31/03/2019,8768.399279
North,Dyno4,31/03/2019,9467.615408
East,Game9,31/03/2019,8854.860801
South,Dyno4,31/03/2019,9612.611025
South,Dyno2,31/03/2019,10168.27105
West,Game10,31/03/2019,9153.489065
West,Game7,31/03/2019,9420.189561
South,Dyno4,31/03/2019,9692.068697
South,Game10,31/03/2019,9506.829745
East,Board3,31/03/2019,8965.140673
North,Game3,31/03/2019,9810.881349
North,Game1,31/03/2019,9380.103009
