Region,Product,Date,Sales
North,Dyno1,31/01/2019,6630.370799
East,Game1,31/01/2019,6016.845933
North,Board5,31/01/2019,6766.342389
South,Board1,31/01/2019,6566.87245
North,Board2,31/01/2019,6602.516081
South,Game8,31/01/2019,7006.520662
North,Prod T,31/01/2019,6267.353577
North,Game5,31/01/2019,6659.514603
East,Game2,31/01/2019,6192.722721
North,Board2,31/01/2019,6657.752868
North,Game2,31/01/2019,6807.258701
North,Game9,31/01/2019,6720.383848
North,Game1,31/01/2019,6738.414236
North,Game9,31/01/2019,6556.619326
North,Game8,31/01/2019,6593.921576
South,Game3,31/01/2019,6848.434373
North,Dyno4,31/01/2019,6894.330021
North,Game5,31/01/2019,6615.512897
West,Board4,31/01/2019,6825.869782
South,Dyno1,31/01/2019,7197.935277
North,Game6,31/01/2019,6601.499063
South,Game10,31/01/2019,6712.622175
North,Prod T,31/01/2019,6693.399045
North,Game4,31/01/2019,6460.960255
South,Game4,31/01/2019,6780.492807
South,Board1,31/01/2019,6739.537417
West,Dyno5,31/01/2019,6589.6381
North,Game6,31/01/2019,6496.662459
South,Dyno2,31/01/2019,6912.653936
West,Game7,31/01/2019,6525.64941
South,Game8,31/01/2019,6789.94489
West,Dyno1,31/01/2019,6618.978178
North,Game8,31/01/2019,6540.995668
North,Dyno2,31/01/2019,6610.529379
North,Game5,31/01/2019,6352.483637
North,Board5,31/01/2019,6891.614871
North,Game4,31/01/2019,6697.374033
South,Dyno1,31/01/2019,7153.758194
West,Game10,31/01/2019,6668.562299
North,Board4,31/01/2019,6788.894473
North,Dyno1,31/01/2019,6238.59289
North,Game7,31/01/2019,6500.053068
South,Game3,31/01/2019,6343.0443
North,Dyno2,31/01/2019,6886.255884
North,Game1,31/01/2019,6709.386972
North,Game1,31/01/2019,6817.693389
West,Board3,31/01/2019,6101.226073
North,Game2,31/01/2019,6319.528796
East,Game4,31/01/2019,5891.272001
West,Board3,31/01/2019,6474.67184
East,Board3,31/01/2019,5796.548934
North,Board3,31/01/2019,6503.788103
North,Game7,31/01/2019,6436.69379
North,Board4,31/01/2019,6326.314486
North,Game5,31/01/2019,6757.070841
North,Dyno5,31/01/2019,6382.047008
North,Game5,31/01/2019,6697.500923
South,Game4,31/01/2019,6715.896727
West,Board2,31/01/2019,6484.53537
North,Game9,31/01/2019,6667.279619
West,Game8,31/01/2019,6612.116077
South,Game9,31/01/2019,6534.719557
North,Dyno4,31/01/2019,6170.531117
West,Game2,31/01/2019,6500.50649
East,Dyno1,31/01/2019,6055.153307
North,Board2,31/01/2019,6571.649517
South,Board4,31/01/2019,6818.625639
North,Board2,31/01/2019,6941.516261
North,Prod T,31/01/2019,6444.582603
West,Dyno4,31/01/2019,6340.203229
South,Board2,31/01/2019,6884.746263
North,Game5,31/01/2019,7022.963402
South,Dyno4,31/01/2019,6887.781648
South,Prod T,31/01/2019,6620.577525
South,Game1,31/01/2019,6574.595196
East,Board4,31/01/2019,5426.652067
South,Dyno4,31/01/2019,6885.224856
South,Game3,31/01/2019,6599.762403
North,Game10,31/01/2019,6743.382428
North,Dyno5,31/01/2019,6513.731505
South,Prod T,31/01/2019,6809.359312
South,Dyno4,31/01/2019,6609.05219
North,Game9,31/01/2019,6802.802305
South,Board1,31/01/2019,6813.819661
North,Board1,31/01/2019,6794.334138
South,Prod T,31/01/2019,6966.997344
North,Board4,31/01/2019,6564.679466
North,Game8,31/01/2019,6604.132663
West,Dyno5,31/01/2019,6715.980329
South,Board1,31/01/2019,6686.132256
West,Prod T,31/01/2019,6436.184996
South,Dyno5,31/01/2019,6669.660699
North,Board4,31/01/2019,6787.8381
North,Game9,31/01/2019,6672.604975
North,Dyno1,31/01/2019,6485.375979
South,Board4,31/01/2019,6719.99945
West,Prod T,31/01/2019,6276.54618
West,Board3,31/01/2019,6806.319466
North,Game5,31/01/2019,6713.026909
East,Dyno5,31/01/2019,6269.729055
North,Board4,31/01/2019,6742.481371
West,Game2,31/01/2019,6668.88527
West,Dyno2,31/01/2019,6344.491872
North,Game1,31/01/2019,6510.032853
North,Game3,31/01/2019,6810.387462
East,Dyno5,31/01/2019,6329.485124
West,Dyno1,31/01/2019,6591.50146
West,Game7,31/01/2019,6737.912169
West,Game10,31/01/2019,6523.508383
North,Board3,31/01/2019,6426.894668
