Region,Product,Date,Sales
North,Game5,30/09/2019,18990.08313
North,Game7,30/09/2019,18744.25433
North,Game6,30/09/2019,18687.39066
West,Game9,30/09/2019,18442.31285
East,Board2,30/09/2019,18188.38109
North,Dyno4,30/09/2019,18976.90519
East,Game3,30/09/2019,18190.70329
South,Game9,30/09/2019,18784.90714
South,Game7,30/09/2019,18985.63548
South,Board5,30/09/2019,19090.7517
South,Game6,30/09/2019,18873.54917
North,Game4,30/09/2019,18846.15153
North,Game10,30/09/2019,18635.3076
South,Game1,30/09/2019,19164.82745
North,Board1,30/09/2019,18634.61367
North,Board4,30/09/2019,18385.01737
South,Game3,30/09/2019,18789.80269
North,Dyno2,30/09/2019,18829.42482
North,Board2,30/09/2019,18602.39211
East,Board3,30/09/2019,18091.9919
North,Board2,30/09/2019,18713.81275
North,Dyno2,30/09/2019,18506.08542
South,Board3,30/09/2019,19082.57049
North,Board3,30/09/2019,18680.94699
East,Board3,30/09/2019,18208.3279
North,Game3,30/09/2019,18741.03831
North,Game7,30/09/2019,19019.7739
North,Dyno5,30/09/2019,18372.6816
South,Game7,30/09/2019,18781.10974
West,Board2,30/09/2019,18415.3293
North,Game5,30/09/2019,18696.49406
North,Dyno2,30/09/2019,18712.67706
South,Board5,30/09/2019,19008.7528
South,Game6,30/09/2019,18974.5442
South,Game6,30/09/2019,19262.80634
East,Dyno2,30/09/2019,17973.50316
North,Game4,30/09/2019,18662.95612
South,Game8,30/09/2019,19052.46068
West,Game10,30/09/2019,18262.31617
North,Board1,30/09/2019,18863.68134
South,Game6,30/09/2019,18987.79868
South,Game5,30/09/2019,18856.76147
North,Game10,30/09/2019,19041.17459
South,Dyno2,30/09/2019,19019.64285
South,Dyno4,30/09/2019,18934.59123
South,Dyno4,30/09/2019,19073.89427
North,Board3,30/09/2019,18919.44425
North,Game9,30/09/2019,18542.84033
West,Prod T,30/09/2019,18565.96993
North,Game7,30/09/2019,18894.00276
South,Game8,30/09/2019,18775.70869
South,Board1,30/09/2019,18928.64992
South,Game7,30/09/2019,18819.51404
North,Game8,30/09/2019,18387.69781
North,Game9,30/09/2019,18607.56889
North,Game1,30/09/2019,18510.25132
North,Game10,30/09/2019,18703.74294
North,Dyno1,30/09/2019,18652.78249
South,Board4,30/09/2019,19010.34591
North,Board2,30/09/2019,19073.77511
South,Board1,30/09/2019,18898.89508
North,Prod T,30/09/2019,18636.31711
North,Game3,30/09/2019,18450.35155
West,Game3,30/09/2019,18461.3173
South,Dyno5,30/09/2019,19086.78074
North,Board2,30/09/2019,18464.62989
North,Game8,30/09/2019,19107.49281
South,Board2,30/09/2019,18963.22472
West,Game2,30/09/2019,18650.54295
North,Game3,30/09/2019,18821.96659
North,Game7,30/09/2019,18478.20673
East,Game8,30/09/2019,18232.72515
North,Game10,30/09/2019,18710.00253
North,Game5,30/09/2019,18898.23622
North,Game8,30/09/2019,18811.58642
North,Dyno2,30/09/2019,18813.7769
North,Game1,30/09/2019,18883.12169
North,Dyno2,30/09/2019,18897.87723
North,Game9,30/09/2019,18926.65317
South,Game10,30/09/2019,18792.72788
North,Board4,30/09/2019,18491.19745
West,Board1,30/09/2019,18634.37899
South,Dyno2,30/09/2019,18748.0249
North,Board2,30/09/2019,18623.17561
North,Board1,30/09/2019,18572.86607
South,Board4,30/09/2019,18983.18647
West,Game4,30/09/2019,18730.70346
North,Game7,30/09/2019,18959.49349
West,Board3,30/09/2019,18894.27808
South,Game1,30/09/2019,18887.61778
North,Dyno1,30/09/2019,18575.10767
North,Game2,30/09/2019,18748.37323
North,Dyno2,30/09/2019,18859.41774
West,Game9,30/09/2019,18943.29842
North,Board5,30/09/2019,18372.99769
North,Game2,30/09/2019,18868.77101
South,Game2,30/09/2019,18717.22204
East,Dyno2,30/09/2019,18120.77892
North,Game1,30/09/2019,18356.86774
North,Board5,30/09/2019,18734.9648
West,Board1,30/09/2019,18455.18619
North,Game6,30/09/2019,19157.29289
North,Board1,30/09/2019,18458.8626
South,Dyno5,30/09/2019,18690.13168
North,Game2,30/09/2019,18568.98799
North,Game1,30/09/2019,18687.00543
North,Board2,30/09/2019,18901.06794
South,Board3,30/09/2019,18701.77884
West,Board1,30/09/2019,18622.25677
South,Game7,30/09/2019,19209.38785
North,Prod T,30/09/2019,18860.97121
North,Game6,30/09/2019,18740.49341
South,Board1,30/09/2019,18823.39405
North,Game3,30/09/2019,18791.24162
North,Game7,30/09/2019,18746.88123
North,Game10,30/09/2019,18813.13247
South,Game3,30/09/2019,18931.26307
North,Game1,30/09/2019,18495.09955
South,Game8,30/09/2019,19075.35121
North,Game1,30/09/2019,18673.30692
South,Game7,30/09/2019,18792.07977
North,Game4,30/09/2019,18415.30735
North,Dyno4,30/09/2019,18595.63994
North,Board3,30/09/2019,18886.88621
North,Board2,30/09/2019,18571.44248
North,Game10,30/09/2019,18507.09671
South,Board3,30/09/2019,19082.1665
South,Dyno1,30/09/2019,18583.49276
North,Board5,30/09/2019,18691.20365
South,Game7,30/09/2019,18623.17128
South,Dyno2,30/09/2019,18880.41979
North,Dyno1,30/09/2019,18517.04133
West,Board5,30/09/2019,18771.10101
North,Game8,30/09/2019,18664.87113
South,Dyno2,30/09/2019,18603.62118
West,Game2,30/09/2019,18521.02927
North,Game5,30/09/2019,18299.08444
South,Dyno2,30/09/2019,19178.34614
South,Game3,30/09/2019,18888.11088
North,Board3,30/09/2019,18154.30715
South,Game4,30/09/2019,19153.18736
East,Board2,30/09/2019,18293.2899
North,Game1,30/09/2019,18615.09187
North,Prod T,30/09/2019,18662.94287
North,Game1,30/09/2019,18560.67954
North,Game10,30/09/2019,18718.85312
North,Dyno2,30/09/2019,18613.43846
North,Prod T,30/09/2019,18795.90875
West,Game1,30/09/2019,18664.7139
North,Board4,30/09/2019,18797.84207
North,Board4,30/09/2019,18834.09054
North,Game2,30/09/2019,18719.72752
West,Dyno4,30/09/2019,18832.12342
South,Dyno1,30/09/2019,18506.75656
East,Game1,30/09/2019,18334.76769
North,Game5,30/09/2019,18888.12424
South,Game5,30/09/2019,18894.1954
North,Game3,30/09/2019,18621.10543
North,Game8,30/09/2019,18631.30862
North,Game1,30/09/2019,18545.92857
North,Board4,30/09/2019,18627.86935
West,Game1,30/09/2019,18860.30598
West,Game5,30/09/2019,18768.48116
North,Game3,30/09/2019,18806.24301
South,Game8,30/09/2019,18657.6169
West,Dyno1,30/09/2019,18442.9514
East,Dyno4,30/09/2019,18169.13342
East,Game4,30/09/2019,18307.53163
South,Board5,30/09/2019,18882.95581
North,Game5,30/09/2019,18527.03917
South,Board3,30/09/2019,18750.98341
North,Game10,30/09/2019,18851.92347
South,Board2,30/09/2019,18903.58866
North,Dyno4,30/09/2019,18539.34176
North,Game10,30/09/2019,18939.82181
North,Board2,30/09/2019,18532.3944
West,Board3,30/09/2019,18679.38069
North,Game4,30/09/2019,19067.70991
North,Prod T,30/09/2019,18761.75125
North,Game6,30/09/2019,18475.6146
West,Board5,30/09/2019,18717.59256
North,Board5,30/09/2019,18626.3747
South,Game3,30/09/2019,18795.19188
North,Game5,30/09/2019,18722.9949
North,Game4,30/09/2019,18925.02019
North,Game8,30/09/2019,18555.33387
North,Board2,30/09/2019,18787.91336
South,Game5,30/09/2019,18904.43141
East,Board3,30/09/2019,18013.2057
North,Game3,30/09/2019,18548.26424
West,Game2,30/09/2019,18620.00242
South,Game4,30/09/2019,18917.32397
South,Dyno1,30/09/2019,18857.99659
South,Game7,30/09/2019,18957.41576
North,Prod T,30/09/2019,18389.12299
West,Game3,30/09/2019,18397.69226
South,Board4,30/09/2019,18757.03332
North,Board1,30/09/2019,18864.82015
North,Board5,30/09/2019,18897.77751
West,Board5,30/09/2019,19030.53791
North,Dyno1,30/09/2019,19016.42485
East,Game9,30/09/2019,18012.62973
North,Game2,30/09/2019,18505.31037
North,Dyno5,30/09/2019,18534.61663
West,Game5,30/09/2019,18508.33711
North,Prod T,30/09/2019,18740.96447
South,Game5,30/09/2019,19207.06778
North,Game7,30/09/2019,18765.61226
East,Board2,30/09/2019,18289.43273
South,Board4,30/09/2019,19156.23458
North,Game8,30/09/2019,18442.32889
South,Game4,30/09/2019,19026.6778
North,Dyno4,30/09/2019,18698.53243
North,Game6,30/09/2019,18749.0962
South,Game9,30/09/2019,19396.86856
South,Game6,30/09/2019,18959.00593
South,Game2,30/09/2019,18705.78586
North,Game2,30/09/2019,18726.45903
North,Dyno5,30/09/2019,18762.31462
North,Game6,30/09/2019,18490.74219
East,Game8,30/09/2019,18028.66924
North,Game4,30/09/2019,18700.66973
North,Game9,30/09/2019,18430.20233
West,Game1,30/09/2019,18589.06899
North,Game9,30/09/2019,18693.02268
West,Game3,30/09/2019,18748.17793
North,Game1,30/09/2019,18581.89624
North,Prod T,30/09/2019,19125.72636
North,Board2,30/09/2019,18695.82074
North,Dyno1,30/09/2019,18730.97178
West,Board2,30/09/2019,18864.15662
North,Game2,30/09/2019,18940.33733
South,Game10,30/09/2019,18801.77345
South,Game10,30/09/2019,18551.91754
North,Dyno2,30/09/2019,18806.67425
South,Game2,30/09/2019,18935.20027
North,Game3,30/09/2019,18623.89955
West,Dyno5,30/09/2019,18719.60582
West,Game10,30/09/2019,18634.6944
North,Game7,30/09/2019,18673.41083
South,Board4,30/09/2019,19029.02148
West,Game2,30/09/2019,18575.06352
North,Game10,30/09/2019,18638.02169
North,Board3,30/09/2019,18835.35637
South,Dyno1,30/09/2019,18769.78187
North,Board4,30/09/2019,18554.23673
North,Game8,30/09/2019,18423.47986
West,Board4,30/09/2019,18134.48296
South,Dyno2,30/09/2019,19271.94505
North,Board5,30/09/2019,18709.39244
North,Game8,30/09/2019,18751.62779
South,Game3,30/09/2019,18924.07739
North,Game4,30/09/2019,18799.74908
North,Game5,30/09/2019,18703.16418
West,Board2,30/09/2019,18761.30875
North,Dyno2,30/09/2019,18598.94954
North,Dyno1,30/09/2019,18542.57581
North,Board2,30/09/2019,19119.79031
South,Game6,30/09/2019,18856.88621
West,Game7,30/09/2019,18640.81453
South,Prod T,30/09/2019,19138.45675
North,Game1,30/09/2019,18453.81657
North,Game7,30/09/2019,19031.59793
North,Game5,30/09/2019,18594.03629
North,Game7,30/09/2019,19173.76045
West,Game4,30/09/2019,18578.5421
East,Board5,30/09/2019,18034.21451
West,Game5,30/09/2019,18635.02656
West,Dyno4,30/09/2019,18697.44641
North,Game7,30/09/2019,18854.31044
North,Game5,30/09/2019,18667.83494
North,Dyno1,30/09/2019,18809.22908
West,Board2,30/09/2019,18564.7519
South,Game2,30/09/2019,19117.1605
West,Board2,30/09/2019,18843.03512
West,Dyno1,30/09/2019,18590.69506
South,Game4,30/09/2019,18644.53724
West,Game1,30/09/2019,18752.94881
South,Dyno2,30/09/2019,18807.62721
North,Game6,30/09/2019,18686.66978
North,Game9,30/09/2019,18249.61133
North,Dyno5,30/09/2019,18430.96693
West,Game2,30/09/2019,18698.18493
North,Dyno1,30/09/2019,18701.81256
North,Board4,30/09/2019,18671.90275
West,Dyno1,30/09/2019,18637.76812
South,Dyno5,30/09/2019,18800.99515
West,Game10,30/09/2019,18336.16007
North,Game6,30/09/2019,18950.10498
North,Game5,30/09/2019,18788.21499
South,Game2,30/09/2019,18681.66614
South,Game5,30/09/2019,19002.43285
North,Game8,30/09/2019,18352.34836
North,Game4,30/09/2019,18613.61075
North,Dyno2,30/09/2019,18397.01494
South,Game2,30/09/2019,19288.56703
North,Board4,30/09/2019,18619.81131
West,Game10,30/09/2019,18638.6861
South,Game4,30/09/2019,18688.87804
West,Game1,30/09/2019,18454.30905
South,Board4,30/09/2019,18964.91971
North,Game2,30/09/2019,18825.10133
North,Game1,30/09/2019,18792.60856
North,Board3,30/09/2019,18574.81693
North,Game3,30/09/2019,18655.27153
North,Board3,30/09/2019,18580.15556
South,Game5,30/09/2019,18688.93756
North,Game10,30/09/2019,18662.82185
North,Board5,30/09/2019,18876.70972
North,Game10,30/09/2019,18807.45436
North,Board3,30/09/2019,18774.09302
North,Board4,30/09/2019,18795.15099
South,Game5,30/09/2019,19098.47314
North,Game1,30/09/2019,18587.67314
South,Board3,30/09/2019,18907.86032
West,Game9,30/09/2019,18611.91253
South,Dyno5,30/09/2019,19167.07584
South,Game6,30/09/2019,18995.03614
West,Game3,30/09/2019,18497.74215
North,Board3,30/09/2019,18798.50561
North,Game1,30/09/2019,18909.20242
South,Game3,30/09/2019,19123.33899
North,Game10,30/09/2019,18729.09173
South,Dyno1,30/09/2019,18972.77637
West,Game2,30/09/2019,18831.60814
South,Board1,30/09/2019,18582.39299
North,Game8,30/09/2019,18908.61215
East,Game1,30/09/2019,18376.07708
North,Game2,30/09/2019,18981.4178
North,Game6,30/09/2019,18788.48868
North,Game1,30/09/2019,18601.83931
South,Dyno5,30/09/2019,18674.07592
West,Board1,30/09/2019,18448.00872
North,Game1,30/09/2019,18516.68402
North,Game1,30/09/2019,18670.47179
North,Dyno1,30/09/2019,18797.44926
South,Board2,30/09/2019,18922.67102
North,Dyno2,30/09/2019,18796.45633
South,Prod T,30/09/2019,18598.33787
North,Dyno1,30/09/2019,18334.66854
North,Board2,30/09/2019,18490.17368
North,Game3,30/09/2019,18430.65188
North,Game9,30/09/2019,18743.86375
South,Game8,30/09/2019,18832.6481
South,Game9,30/09/2019,19005.67052
North,Game2,30/09/2019,18730.02938
South,Game9,30/09/2019,18891.02286
North,Dyno1,30/09/2019,18783.86961
North,Game4,30/09/2019,18669.28884
West,Game1,30/09/2019,18663.50157
